title,description,category_x,image_url,text_cleaned
Tiny Tapp & Café,"This waterfront spot is a relaxed cafe and eatery with a large selection of beers on a bustling stretch of the Riverwalk. The menu at  includes appetizers, sandwiches, salads, and flatbreads. The drink offerings include classic and frozen cocktails, wines, and plenty of local beer and cider. Their café area serves locally roasted coffee and baked goods.",riverwalk restaurants,https://cdn.choosechicago.com/uploads/2019/06/CC_RIVERWALK_02-900x601.jpg,this waterfront spot is a relaxed cafe and eatery with a large selection of beers on a bustling stretch of the riverwalk the menu at includes appetizers sandwiches salads and flatbreads the drink offerings include classic and frozen cocktails wines and plenty of local beer and cider their café area serves locally roasted coffee and baked goods 
The Northman Beer & Cider Garden,"brings the feel of a traditional European beer garden to the stunning riverfront. Grab a spot at one of the communal picnic tables and order some Euro-inspired favorites, like döner sausage, hummus, baked camembert, warm pretzels, and more. The real focus is on the cider, with a selection of fruit-forward options from all over the country — including The Northman’s own brew, a perfectly balanced cider from a blend of Michigan heirloom apples.",riverwalk restaurants,https://cdn.choosechicago.com/uploads/2020/06/DD31-900x600.jpg,brings the feel of a traditional european beer garden to the stunning riverfront grab a spot at one of the communal picnic tables and order some euro inspired favorites like döner sausage hummus baked camembert warm pretzels and more the real focus is on the cider with a selection of fruit forward options from all over the country — including the northman s own brew a perfectly balanced cider from a blend of michigan heirloom apples 
Island Party Hut Tiki Bar and Grill,"Come party at , tucked away on the east side of the Riverwalk. The tropical-themed bar and grill has multiple bars serving up frozen cocktails and island-inspired drinks that will transport you to the tropics. The menu includes plenty of favorites right off the grill, like slow-smoked pulled pork, a Big Kahuna Burger, and brats. They’re also fully stocked with group games, like ping pong, corn hole, jumbo Jenga, giant connect four, and more.",riverwalk restaurants,https://cdn.choosechicago.com/uploads/2019/05/chicago_riverwalk_boat_tours_343e6d03-fe04-41e5-b67c-bc7177a6545f-900x600.jpg,come party at tucked away on the east side of the riverwalk the tropical themed bar and grill has multiple bars serving up frozen cocktails and island inspired drinks that will transport you to the tropics the menu includes plenty of favorites right off the grill like slow smoked pulled pork a big kahuna burger and brats they re also fully stocked with group games like ping pong corn hole jumbo jenga giant connect four and more 
Community Marketplace,"The  on the Chicago Riverwalk is a space to promote small local businesses and give Riverwalk visitors a taste of Chicago’s diverse neighborhoods. The rotating array of vendors includes locallt owned restaurants, boutiques, specialty shops, and more.",riverwalk restaurants,,the on the chicago riverwalk is a space to promote small local businesses and give riverwalk visitors a taste of chicago s diverse neighborhoods the rotating array of vendors includes locallt owned restaurants boutiques specialty shops and more 
dinner cruises in Chicago,"City Cruises offers a wide variety of , whether you’re looking for a casual daytime meal or an elegant evening out. Here are just a few of their signature cruise options that are guaranteed to create an unforgettable experience.",dinner cruises,,city cruises offers a wide variety of whether you re looking for a casual daytime meal or an elegant evening out here are just a few of their signature cruise options that are guaranteed to create an unforgettable experience 
Dinner cruises along the Chicago River,"are offered aboard the Odyssey Chicago River, a state-of-the-art, glass-enclosed vessel that features 360-degree views of the surrounding cityscape. Sail past some of the city’s most well-known landmarks, including the Tribune Tower, the Wrigley Building, the Chicago Riverwalk, and more.",dinner cruises,https://cdn.choosechicago.com/uploads/2021/06/ba02e5ad-09e7-4ef4-9e51-309e75c45ea6-900x630.jpeg,are offered aboard the odyssey chicago river a state of the art glass enclosed vessel that features  degree views of the surrounding cityscape sail past some of the city s most well known landmarks including the tribune tower the wrigley building the chicago riverwalk and more 
dinner cruise on Lake Michigan,"A  is truly magical. You’ll be dining aboard an elegant multi-level yacht with a climate-controlled interior and an outdoor observation deck where you can watch the sunset against the Chicago skyline. Enjoy picture-perfect moments as you sail past iconic landmarks like the Willis Tower, Buckingham Fountain, and the Adler Planetarium.",dinner cruises,https://cdn.choosechicago.com/uploads/2021/06/738496a4-df6d-455f-bb77-f8faeb6966ee-900x630.jpeg,a is truly magical you ll be dining aboard an elegant multi level yacht with a climate controlled interior and an outdoor observation deck where you can watch the sunset against the chicago skyline enjoy picture perfect moments as you sail past iconic landmarks like the willis tower buckingham fountain and the adler planetarium 
fireworks dinner cruise,"Summer in Chicago means it’s time for the free Navy Pier fireworks series. These breathtaking displays happen every Wednesday and Saturday evening throughout the summer, and there’s no better place to enjoy them than on a .",dinner cruises,https://cdn.choosechicago.com/uploads/2021/06/43d322b9-1571-44d9-8c2b-0f04ff0caa7d-1-900x630.jpeg,summer in chicago means it s time for the free navy pier fireworks series these breathtaking displays happen every wednesday and saturday evening throughout the summer and there s no better place to enjoy them than on a 
Fourth of July in Chicago,"The  is also a great time to catch a spectacular fireworks show on the water. You’ll find plenty of dinner cruise options that offer unobstructed views of the holiday fireworks, both on the Chicago River and Lake Michigan.",dinner cruises,,the is also a great time to catch a spectacular fireworks show on the water you ll find plenty of dinner cruise options that offer unobstructed views of the holiday fireworks both on the chicago river and lake michigan 
special holiday dining cruises,"Looking to do something a little different this year? A holiday is the perfect occasion for a boat cruise, whether it’s a daytime Easter brunch or an all-out New Year’s Eve celebration. These  typically include an elegant meal, full bar, music, dancing, and unbeatable city views. You’ll find holiday cruises on the Chicago River and Lake Michigan all year long, including Easter, St. Patrick’s Day, Mother’s Day, Father’s Day, Thanksgiving, New Year’s Eve, and beyond.",dinner cruises,https://cdn.choosechicago.com/uploads/2021/06/90b5a3f1-64dc-48b3-9a7c-86507262ec05-900x630.jpeg,looking to do something a little different this year a holiday is the perfect occasion for a boat cruise whether it s a daytime easter brunch or an all out new year s eve celebration these typically include an elegant meal full bar music dancing and unbeatable city views you ll find holiday cruises on the chicago river and lake michigan all year long including easter st patrick s day mother s day father s day thanksgiving new year s eve and beyond 
brunch and lunch cruises,"If you’re looking for something more casual,  are a great way to go. You can sip mimosas while admiring architecture on the Chicago River or watch the sun sparkle off the waters of Lake Michigan. A brunch or lunch cruise may include a delicious buffet-style or plated meal, bottomless mimosas, picturesque views, and DJ entertainment. Some cruises include informational narration so you can learn more about the city’s iconic skyscrapers and landmarks as you enjoy your meal.",dinner cruises,https://cdn.choosechicago.com/uploads/2023/03/c4a21370-4a05-4b08-b545-b7965cb3145a-900x630.jpeg,if you re looking for something more casual are a great way to go you can sip mimosas while admiring architecture on the chicago river or watch the sun sparkle off the waters of lake michigan a brunch or lunch cruise may include a delicious buffet style or plated meal bottomless mimosas picturesque views and dj entertainment some cruises include informational narration so you can learn more about the city s iconic skyscrapers and landmarks as you enjoy your meal 
