title,description,image,Source,category,text_cleaned
The Glen Town Center,"This well-planned development offers beautiful shops and restaurant-lined streets reminiscent of a European town. A 10 screen ArcLight movie theatre complex, shops i...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview_The_Glen_Town_Center_10_a966eb7e-5056-a348-3ab1db6b66f19bbd.png",chicagonorthshore,Shopping,well planned development offer beautiful shop restaurant lined street reminiscent european town screen arclight movie theatre complex shop
Glenview Coin & Collectibles,"Located in historic downtown Glenview since 1984, this family owned business buys and sells coins, jewelry, and other collectibles. Their expertise combined with tru...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview-Coin_9E41CE08-5056-A348-3A37E3B7299CB96A-9e41cd1b5056a34_9e41ce89-5056-a348-3a38323de698498e.jpg",chicagonorthshore,Shopping,located historic downtown glenview since family owned business buy sell coin jewelry collectible expertise combined tru
Good Grapes,"A North Shore gem with a finely curated wine selection, artisanal charcuterie, select craft beers, and canned cocktails in a neighborhood store. Private and public w...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/GoodGrapes_48B232A4-5056-BF65-D64C9C81F8A84809-48b2318e5056bf6_48b2373d-5056-bf65-d6b505d227506eb6.jpg",chicagonorthshore,Shopping,north shore gem finely curated wine selection artisanal charcuterie select craft beer canned cocktail neighborhood store private public w
Green Bay Cycles,"A fun, friendly, family-oriented bike shop offering experience, professionalism and level of expertise usually reserved for pro shops. Focusing on your needs, you'll...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/GreenBayCycles_04123E79-5056-A348-3AD25E1E3FAAA3EC-04123d8c5056a34_04123ef4-5056-a348-3aa0e0df6adebdf8.jpg",chicagonorthshore,Shopping,fun friendly family oriented bike shop offering experience professionalism level expertise usually reserved pro shop focusing need 'll
Heritage Trail Mercantile,"This is a treasure hunt of a store! A wide, open “loft-like” space that is home to 42 of Chicagoland’s finest Antique & Vintage Vendors....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HerTrailFB_D35175C6-5056-A348-3A4C3D591C146F19-d35174ee5056a34_d3517631-5056-a348-3af4262dc188a97c.jpg",chicagonorthshore,Shopping,treasure hunt store wide open “ loft like space home chicagoland finest antique vintage vendor
Historic Wagner Farm Gift Store,"While you’re visiting Historic Wagner Farm, stop by the Museum Store, located in the Heritage Center and pick up a nostalgic souvenir of your visit to Historic Wagne...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Wagner_0ACAF3B7-5056-A348-3AD9E300D14FC70C-0acaf2f85056a34_0acaf410-5056-a348-3afb34de5a908898.jpg",chicagonorthshore,Shopping,visiting historic wagner farm stop museum store located heritage center pick nostalgic souvenir visit historic wagne
Hubba-Hubba,"Fixture for trendy women's clothes, new accessories, and occasional events. Your favorites, your must-haves, and your go-to pieces that you can count on to always en...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HubbaHubba_0DF8CD41-5056-BF65-D6920D803C7C8F76-0df8cc235056bf6_0df8d5eb-5056-bf65-d6430ff3973df5f2.jpg",chicagonorthshore,Shopping,fixture trendy woman 's clothes new accessory occasional event favorite must have go piece count always en
Hudson Grace,Hudson Grace started as the dream of co-founders Monelle Totah and Gary McNatton and was born out of their shared passion for gifting and entertaining. Their style i...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HudsonGrace_20783F47-5056-A348-3AF2397C932DA2EA-20783e9e5056a34_20783faf-5056-a348-3a8e8485519fbd83.jpg",chicagonorthshore,Shopping,hudson grace started dream co founder monelle totah gary mcnatton born shared passion gifting entertaining style
Illinois Holocaust Museum,"Shop a wide assortment of Judaica, jewelry, fair trade, books and DVDs, special exhibit merchandise including Ruth Bader Ginsburg items....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/IHMEC_D8F33648-5056-A348-3AD6114DC20CA494-d8f335815056a34_d8f336b3-5056-a348-3a16fa051be8edd3.jpg",chicagonorthshore,Shopping,shop wide assortment judaica jewelry fair trade book dvd special exhibit merchandise including ruth bader ginsburg item
Inspired Indian Cooking,"Offering easy and delicious cooking experiences with spice kits for iconic Indian dishes and live, virtual cooking classes. Shop in-person or on-line, they ship nati...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/InspiredIndian_A195C1B7-5056-BF65-D63D873D8303ECCC-a195c0065056bf6_a195cb01-5056-bf65-d6b2af11a5080235.jpg",chicagonorthshore,Shopping,offering easy delicious cooking experience spice kit iconic indian dish live virtual cooking class shop person line ship nati
Junior League of Evanston-North Shore Thrift House,"Whether you’re a bargain-hunter, a student on a budget, or someone who likes to shop for treasures, you’ll find constantly changing merchandise of great finds at Thr...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/ThriftHouse_E373DD1C-9A38-14AE-AF479D1882A7644F-e373dba1d663368_e373e68c-f386-a4fd-a6ae9a24b5aa416a.jpg",chicagonorthshore,Shopping,whether bargain hunter student budget someone like shop treasure find constantly changing merchandise great find thr
Kilwins,"Old-fashioned confectionery store selling chocolates, ice cream, handmade sweets & gift baskets....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Kilwins0-0959d0fa5056a34_0959d29d-5056-a348-3a9738f879686b7e.jpg",chicagonorthshore,Shopping,old fashioned confectionery store selling chocolate ice cream handmade sweet gift basket
Knightsbridge Wine Shoppe,A leader in the Chicagoland area for sought after wine and other rare offerings. Offers personal and knowledgeable service to navigate the broad selection. Happy to...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/knightsbridge-Wine_9FA214FF-5056-A348-3A47E44DE61CF4EB-9fa214585056a34_9fa2156b-5056-a348-3ae50228f7f3552d.jpg",chicagonorthshore,Shopping,leader chicagoland area sought wine rare offering offer personal knowledgeable service navigate broad selection happy
Lincolnwood Town Center,The Lincolnwood Town Center is a beautifully designed and fully enclosed mall that features bright lights and marble floors for a comfortable environment and friendl...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/LincolnwoodTownCenter_1A882578-E3EA-15C7-1E0DFFFE1415DC8F-1a882397d4284e9_1a882dfd-e0db-53d2-a61c6c5d5ad76d1f.jpg",chicagonorthshore,Shopping,lincolnwood town center beautifully designed fully enclosed mall feature bright light marble floor comfortable environment friendl
Lori's Designer Shoes,"A shoe lovers dream come true! This one-of-a-kind find is stocked with thousands of shoes, boots, bags, accessories, and apparel. Hundreds of high-end women's shoe s...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Lori_31B5ECA9-5056-A348-3ACFB9E47D7EA30C-31b5ebb45056a34_31b5ed17-5056-a348-3a30039e574de01b.jpg",chicagonorthshore,Shopping,shoe lover dream come true one kind find stocked thousand shoe boot bag accessory apparel hundred high end woman 's shoe
Macushla Brewing Co.,"Local family-owned brewery produces a wide range of beers. From lagers, blondes, IPAs and stouts, there is something for everyone. Dedicated to good atmosphere and g...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Machushla-1_409225C0-5056-A348-3A8615AF31E8914D-409225085056a34_4092263e-5056-a348-3a13111bb5ec8e6f.jpg",chicagonorthshore,Shopping,local family owned brewery produce wide range beer lager blonde ipas stout something everyone dedicated good atmosphere g
Madison Grace,"Located in Downtown Evanston, Madison Grace helps women of all ages look and feel their best. A shopping destination for women’s contemporary fashion with a chic and...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MadisonGrace2_2074B27A-5056-A348-3A6FC09E18AAFF12-2074b1f25056a34_2074b2d5-5056-a348-3a26d7ea3b84f375.jpg",chicagonorthshore,Shopping,located downtown evanston madison grace help woman age look feel best shopping destination woman contemporary fashion chic
Material Possessions,"Specializing in thought-provoking pieces designed to ignite the imagination, stir the soul and make a statement are aplenty here. There are articles of whimsy too. ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MaterialPosessions_0E0D9F77-5056-BF65-D69987B7C6976079-0e0d9cf25056bf6_0e0da90c-5056-bf65-d6e2f464eef16ded.jpg",chicagonorthshore,Shopping,specializing thought provoking piece designed ignite imagination stir soul make statement aplenty article whimsy
Mattie M.,"This North Shore clothing boutique offers many upscale choices in designer sportswear, dresses and accessories. Looks range from contemporary to classic allowing you...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MattieM_0E16BE80-5056-BF65-D60FEFD3B4491A5B-0e16bd055056bf6_0e16c85b-5056-bf65-d6d6ccadde287dde.jpg",chicagonorthshore,Shopping,north shore clothing boutique offer many upscale choice designer sportswear dress accessory look range contemporary classic allowing
Maya Papaya & Tony Macarony,"A fun Evanston children's boutique, sharing cool clothes and gifts for kids 0 to 12. You’ll find pretty girl’s dresses, boys and girls coats, shoes and loungewear, ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Maya_Papaya_and_Tony_Macarony0_a960814d-5056-a348-3ab7e90027f261b6.png",chicagonorthshore,Shopping,fun evanston child 's boutique sharing cool clothes gift kid find pretty girl dress boy girl coat shoe loungewear
Maze Home,A natural extension of owner Cindy Galvin’s interior design business – Bardes Interiors – the store provides a loft-like environment for sharing her exte...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Winnetka_Maze_Home1_a961426e-5056-a348-3acb50729feff3e5.png",chicagonorthshore,Shopping,natural extension owner cindy galvin interior design business bardes interior store provides loft like environment sharing exte
Morning Glory Flower Shop,"A full service, every occasion florist. Creating beautiful fresh flower arrangements as well as blooming plants and European gardens....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview_Morning_Glory_Flower_Shop0_a9611944-5056-a348-3aa0b8d46a168422.png",chicagonorthshore,Shopping,full service every occasion florist creating beautiful fresh flower arrangement well blooming plant european garden
NiceLena & Friends,"Check out this creative, bold store selling a wide range of gifts and collectibles. You will find mugs, candles, prints, stickers, do-it-yourself kits, and a wide se...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/NiceLena_3766A5D0-5056-A348-3A86CD9A505EE3BA-3766a4445056a34_3766a63e-5056-a348-3aa044e967ad9c30.jpg",chicagonorthshore,Shopping,check creative bold store selling wide range gift collectible find mug candle print sticker kit wide se
Nordstrom,"An unerring eye for what's next in fashion. A relentless drive to exceed expectations. For more than 100 years, Nordstrom has worked to deliver the best possible sho...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Nordstrom0_a95fd164-5056-a348-3ad5aabf73e0f3bc.png",chicagonorthshore,Shopping,unerring eye 's next fashion relentless drive exceed expectation year nordstrom worked deliver best possible sho
