title,description,personas,category,text_cleaned_lemmatized,image_url,text_cleaned
North Avenue Beach ,"Ready to work up a sweat? North Avenue Beach offers tons of recreation options. Get out on the water with a paddleboard or kayak or a Jet Ski. You can also rent bikes and cruise down the Lakefront Trail, take a beachfront yoga class, play beach volleyball, or just kick back in the sand and soak in the sun and skyline views.",couple,beaches,ready to work up a sweat north avenue beach offers tons of recreation options get out on the water with a paddleboard or kayak or a jet ski you can also rent bikes and cruise down the lakefront trail take a beachfront yoga class play beach volleyball or just kick back in the sand and soak in the sun and skyline views ,https://cdn.choosechicago.com/uploads/2019/06/AA_NorthAveBeach_Vball_01-900x600.jpg,
 Pier 31,Pier 31is a beachside bar and grill featuring a walk-up window and plenty of outdoor seating.,couple,beaches, pier is a beachside bar and grill featuring a walk up window and plenty of outdoor seating ,,
Aura on Osterman Beach ,Aura on Osterman Beach is a casual beachfront bar by popular neighborhood restaurant Uvae Kitchen & Wine Bar.,couple,beaches, aura on osterman beach is a casual beachfront bar by popular neighborhood restaurant uvae kitchen wine bar ,,
Whispers at Oak Street Beach,"Reserve a cabana at Whispers at Oak Street Beach, where you can enjoy waterfront views and upscale beach fare, like ahi tuna nachos, crab cakes, and duck confit tacos.",couple,beaches, reserve a cabana at whispers at oak street beach where you can enjoy waterfront views and upscale beach fare like ahi tuna nachos crab cakes and duck confit tacos ,,
 Castaways,"The first thing you’ll notice about North Avenue Beach is the sleek ocean liner-inspired beach house. The top deck is home to Castaways, a casual bar and grill that boasts some stunning views of the city. Also right on the beach, Shore Club offers a more upscale experience. Sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service.",couple,beaches,the first thing you ll notice about north avenue beach is the sleek ocean liner inspired beach house the top deck is home to castaways a casual bar and grill that boasts some stunning views of the city also right on the beach shore club offers a more upscale experience sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service ,https://cdn.choosechicago.com/uploads/2019/12/CC-Air-Water-Show-08-1800x1198.jpg,
The Dock at Montrose Beach,"is another beach hot spot. The large patio offers waterfront views, a casual menu, cold beer, and occasional live music. It’s also dog friendly if you want to bring your four-legged friend after a day at the dog beach.",couple,beaches,s another beach hot spot the large patio offers waterfront views a casual menu cold beer and occasional live music it s also dog friendly if you want to bring your four legged friend after a day at the dog beach ,,
Wood,"In lively Lakeview, this award-winning restaurant is a local favorite for boozy brunch or a relaxed dinner on their charming sidewalk patio",couple,outdoor dining, in lively lakeview this award winning restaurant is a local favorite for boozy brunch or a relaxed dinner on their charming sidewalk patio,,
Chicago Cultural Center,"This historic landmark hosts hundreds of free programs year-round. Take a free building tour to see the worldâs largest glass Tiffany done, check out the schedule of free events and exhibits, catch one of the weekly classical music concerts to blues, jazz and more. Also check out the daily  schedule for free dance performances, film screenings, seminars, and theatrical events.Â 77 E. Randolph St., Loop",budget,free things to do,https://cdn.choosechicago.com/uploads/2019/06/8add71f9_9052_45a9_aeb5_694731edd746_52bed905-6baa-4b77-ad49-fec9e2154e62-1.jpg,this historic landmark hosts hundreds of free programs year round take a free building tour to see the world s largest glass tiffany done check out the schedule of free events and exhibits catch one of the weekly classical music concerts to blues jazz and more also check out the daily schedule for free dance performances film screenings seminars and theatrical events  e randolph st loop,historic landmark host hundred free program year round take free building tour see world largest glass tiffany done check schedule free event exhibit catch one weekly classical music concert blue jazz also check daily schedule free dance performance film screening seminar theatrical event e randolph st loop
Chicago Greeter,"The  program pairs knowledgeable (and friendly!) locals with Chicago visitors for an informal, insiderâs orientation of the city and its many vibrant neighborhoods. Through customized, guided walks you can sightsee all across the city based on your particular interest areas, from public art and architecture to food and films.",budget,free things to do,https://cdn.choosechicago.com/uploads/2019/06/AA_ChicagoGreeterChinaTown2_ef9a62d5-6099-481b-9e61-274bdfc23e25.jpg,the program pairs knowledgeable and friendly locals with chicago visitors for an informal insider s orientation of the city and its many vibrant neighborhoods through customized guided walks you can sightsee all across the city based on your particular interest areas from public art and architecture to food and films ,program pair knowledgeable friendly local chicago visitor informal insider orientation city many vibrant neighborhood customized guided walk sightsee across city based particular interest area public art architecture food film
Lakefront Trail,"Hit the scenic  to run, walk, bike or rollerblade with the blue waters of Lake Michigan to one side and gorgeous, green parks to the other. Along the trail, youâll find beaches, gardens, public art, playgrounds, tennis courts, and more. 5800 N. Sheridan Rd. to 7100 S. South Shore Drive",budget,free things to do,https://cdn.choosechicago.com/uploads/2019/06/AA_SpringLincolnPark_22_0a447a4a-bfdc-4c05-89c4-52097712429f.jpg,hit the scenic to run walk bike or rollerblade with the blue waters of lake michigan to one side and gorgeous green parks to the other along the trail you ll find beaches gardens public art playgrounds tennis courts and more  n sheridan rd to  s south shore drive,hit scenic run walk bike rollerblade blue water lake michigan one side gorgeous green park along trail find beach garden public art playground tennis court n sheridan rd south shore drive
Chicago Riverwalk,"Walk along the award-winning , a scenic waterfront promenade that stretches through the heart of the city. Watch a bridge lift from inside the bridge house with a visit the McCormick Bridgehouse & Chicago River Museum(free on Sundays) and take in the world-famous architecture that lines the Chicago River. East Upper Wacker Drive from Lake Street to Jean Baptiste Point du Sable Lake Shore Drive",budget,free things to do,https://cdn.choosechicago.com/uploads/2019/06/RP_RIVERWALK_182_0d710a55-b261-438b-b32e-10b96b093bb3.jpg,walk along the award winning a scenic waterfront promenade that stretches through the heart of the city watch a bridge lift from inside the bridge house with a visit the mccormick bridgehouse chicago river museum free on sundays and take in the world famous architecture that lines the chicago river east upper wacker drive from lake street to jean baptiste point du sable lake shore drive,walk along award winning scenic waterfront promenade stretch heart city watch bridge lift inside bridge house visit mccormick bridgehouse chicago river museum free sunday take world famous architecture line chicago river east upper wacker drive lake street jean baptiste point du sable lake shore drive
